,Date,Status,X,Y,Z,Source,Time,SessionTime,Driver,DriverNumber
13367,2024-07-20 14:44:25.476,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:04.757000,0 days 00:59:04.757000,PIA,81
13368,2024-07-20 14:44:25.716,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:04.997000,0 days 00:59:04.997000,PIA,81
13369,2024-07-20 14:44:26.096,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:05.377000,0 days 00:59:05.377000,PIA,81
13370,2024-07-20 14:44:26.556,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:05.837000,0 days 00:59:05.837000,PIA,81
13371,2024-07-20 14:44:26.756,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:06.037000,0 days 00:59:06.037000,PIA,81
13372,2024-07-20 14:44:27.177,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:06.458000,0 days 00:59:06.458000,PIA,81
13373,2024-07-20 14:44:27.536,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:06.817000,0 days 00:59:06.817000,PIA,81
13374,2024-07-20 14:44:27.717,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:06.998000,0 days 00:59:06.998000,PIA,81
13375,2024-07-20 14:44:27.956,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:07.237000,0 days 00:59:07.237000,PIA,81
13376,2024-07-20 14:44:28.176,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:07.457000,0 days 00:59:07.457000,PIA,81
13377,2024-07-20 14:44:28.356,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:07.637000,0 days 00:59:07.637000,PIA,81
13378,2024-07-20 14:44:28.577,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:07.858000,0 days 00:59:07.858000,PIA,81
13379,2024-07-20 14:44:28.736,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:08.017000,0 days 00:59:08.017000,PIA,81
13380,2024-07-20 14:44:29.057,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:08.338000,0 days 00:59:08.338000,PIA,81
13381,2024-07-20 14:44:29.296,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:08.577000,0 days 00:59:08.577000,PIA,81
13382,2024-07-20 14:44:29.617,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:08.898000,0 days 00:59:08.898000,PIA,81
13383,2024-07-20 14:44:29.816,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:09.097000,0 days 00:59:09.097000,PIA,81
13384,2024-07-20 14:44:30.196,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:09.477000,0 days 00:59:09.477000,PIA,81
13385,2024-07-20 14:44:30.355,OnTrack,-2201.0,670.0,2380.0,pos,0 days 00:59:09.636000,0 days 00:59:09.636000,PIA,81
